VALIDERT	LIMS_OPPDRAGSNR	PROSJEKTNAVN	PRAVENR	PRAVEMERKING	STASJON	Lokasjon	Plass	Havdyp	DATE	METODEKODE	ANALYSE	KOMPONENT	STANDARD	RESULTAT	ENHETER	AKKREDITERING	UNDERLEVERANDR_STANDARD	Sample type	DYP	ART	VEV	Sampling_date
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00172	Otterholmen 3 (NY C3)	Scr24_C3	C	3	143	2024.09.26 00:00:00	INTERN_NIVA	METALLER_OPPSL	Zinc	Intern metode	55.80	mg/kg	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00172	Otterholmen 3 (NY C3)	Scr24_C3	C	3	143	2024.09.26 00:00:00	INTERN_NIVA	METALLER_OPPSL	Copper	Intern metode	19.90	mg/kg	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00172	Otterholmen 3 (NY C3)	Scr24_C3	C	3	143	2024.09.26 00:00:00	INTERN_NIVA	METALLER_OPPSL	Nickel	Intern metode	9.17	mg/kg	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00172	Otterholmen 3 (NY C3)	Scr24_C3	C	3	143	2024.09.26 00:00:00	INTERN_NIVA	METALLER_OPPSL	Cobalt	Intern metode	3.35	mg/kg	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00172	Otterholmen 3 (NY C3)	Scr24_C3	C	3	143	2024.09.26 00:00:00	INTERN_NIVA	METALLER_OPPSL	Iron	Intern metode	7055	mg/kg	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00172	Otterholmen 3 (NY C3)	Scr24_C3	C	3	143	2024.09.26 00:00:00	INTERN_NIVA	METALLER_OPPSL	Manganese	Intern metode	104	mg/kg	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00172	Otterholmen 3 (NY C3)	Scr24_C3	C	3	143	2024.09.26 00:00:00	INTERN_NIVA	METALLER_OPPSL	Chromium	Intern metode	11.10	mg/kg	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00172	Otterholmen 3 (NY C3)	Scr24_C3	C	3	143	2024.09.26 00:00:00	INTERN_NIVA	METALLER_OPPSL	Vanadium	Intern metode	9.55	mg/kg	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00172	Otterholmen 3 (NY C3)	Scr24_C3	C	3	143	2024.09.26 00:00:00	INTERN_NIVA	METALLER_OPPSL	Potassium	Intern metode	2041	mg/kg	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00172	Otterholmen 3 (NY C3)	Scr24_C3	C	3	143	2024.09.26 00:00:00	INTERN_NIVA	METALLER_OPPSL	Aluminium	Intern metode	3516	mg/kg	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00172	Otterholmen 3 (NY C3)	Scr24_C3	C	3	143	2024.09.26 00:00:00	INTERN_NIVA	METALLER_OPPSL	Magnesium	Intern metode	4400	mg/kg	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00172	Otterholmen 3 (NY C3)	Scr24_C3	C	3	143	2024.09.26 00:00:00	INTERN_NIVA	METALLER_OPPSL	Silver	Intern metode	<0.06	mg/kg	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00172	Otterholmen 3 (NY C3)	Scr24_C3	C	3	143	2024.09.26 00:00:00	INTERN_NIVA	PFAS	TFA	Intern metode	3.00	ng/g	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00172	Otterholmen 3 (NY C3)	Scr24_C3	C	3	143	2024.09.26 00:00:00	INTERN_NIVA	SLM-STOFFER	CFPCN	Intern metode	11.40	ng/g	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00172	Otterholmen 3 (NY C3)	Scr24_C3	C	3	143	2024.09.26 00:00:00	INTERN_NIVA	SLM-STOFFER	ACBE	Intern metode	N.A.	ng/g	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00172	Otterholmen 3 (NY C3)	Scr24_C3	C	3	143	2024.09.26 00:00:00	INTERN_NIVA	SLM-STOFFER	CHPAPE	Intern metode	N.A.	ng/g	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00172	Otterholmen 3 (NY C3)	Scr24_C3	C	3	143	2024.09.26 00:00:00	INTERN_NIVA	SLM-STOFFER	ACCA	Intern metode	N.A.	ng/g	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00172	Otterholmen 3 (NY C3)	Scr24_C3	C	3	143	2024.09.26 00:00:00	INTERN_NIVA	SLM-STOFFER	CDHFPCN	Intern metode	<1	ng/g	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00172	Otterholmen 3 (NY C3)	Scr24_C3	C	3	143	2024.09.26 00:00:00	INTERN_NIVA	SLM-STOFFER	CHFPCN	Intern metode	3.90	ng/g	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00172	Otterholmen 3 (NY C3)	Scr24_C3	C	3	143	2024.09.26 00:00:00	INTERN_NIVA	SLM-STOFFER	CCEFPE	Intern metode	N.A.	ng/g	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00172	Otterholmen 3 (NY C3)	Scr24_C3	C	3	143	2024.09.26 00:00:00	INTERN_NIVA	SLM-STOFFER	CCPCA	Intern metode	<1	ng/g	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00172	Otterholmen 3 (NY C3)	Scr24_C3	C	3	143	2024.09.26 00:00:00	INTERN_NIVA	SLM-STOFFER	BCCPCA	Intern metode	1.60	ng/g	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00172	Otterholmen 3 (NY C3)	Scr24_C3	C	3	143	2024.09.26 00:00:00	INTERN_NIVA	SLM-STOFFER	Tralopyril	Intern metode	358	ng/g	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00172	Otterholmen 3 (NY C3)	Scr24_C3	C	3	143	2024.09.26 00:00:00	INTERN_NIVA	SLM-STOFFER	Diflubenzuron	Intern metode	<0.2	ng/g	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00172	Otterholmen 3 (NY C3)	Scr24_C3	C	3	143	2024.09.26 00:00:00	INTERN_NIVA	SLM-STOFFER	Teflubenzuron	Intern metode	2.09	ng/g	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00172	Otterholmen 3 (NY C3)	Scr24_C3	C	3	143	2024.09.26 00:00:00	INTERN_NIVA	SLM-STOFFER	Emamectin	Intern metode	0.06	ng/g	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00172	Otterholmen 3 (NY C3)	Scr24_C3	C	3	143	2024.09.26 00:00:00	INTERN_NIVA	SLM-STOFFER	Copper pyrithione	Intern metode	N.A.	ng/g	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00172	Otterholmen 3 (NY C3)	Scr24_C3	C	3	143	2024.09.26 00:00:00	INTERN_NIVA	SLM-STOFFER	Zinc pyrithione	Intern metode	N.A.	ng/g	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00173	Otterholmen 4 (C4)	Scr24_C4	C	4	206	2024.09.26 00:00:00	INTERN_NIVA	METALLER_OPPSL	Copper	Intern metode	26.70	mg/kg	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00173	Otterholmen 4 (C4)	Scr24_C4	C	4	206	2024.09.26 00:00:00	INTERN_NIVA	METALLER_OPPSL	Arsenic	Intern metode	3.91	mg/kg	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00173	Otterholmen 4 (C4)	Scr24_C4	C	4	206	2024.09.26 00:00:00	INTERN_NIVA	METALLER_OPPSL	Cobalt	Intern metode	6.56	mg/kg	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00173	Otterholmen 4 (C4)	Scr24_C4	C	4	206	2024.09.26 00:00:00	INTERN_NIVA	METALLER_OPPSL	Iron	Intern metode	13291	mg/kg	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00173	Otterholmen 4 (C4)	Scr24_C4	C	4	206	2024.09.26 00:00:00	INTERN_NIVA	METALLER_OPPSL	Manganese	Intern metode	304	mg/kg	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00173	Otterholmen 4 (C4)	Scr24_C4	C	4	206	2024.09.26 00:00:00	INTERN_NIVA	METALLER_OPPSL	Chromium	Intern metode	21.90	mg/kg	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00173	Otterholmen 4 (C4)	Scr24_C4	C	4	206	2024.09.26 00:00:00	INTERN_NIVA	METALLER_OPPSL	Vanadium	Intern metode	26.10	mg/kg	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00173	Otterholmen 4 (C4)	Scr24_C4	C	4	206	2024.09.26 00:00:00	INTERN_NIVA	METALLER_OPPSL	Potassium	Intern metode	4339	mg/kg	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00173	Otterholmen 4 (C4)	Scr24_C4	C	4	206	2024.09.26 00:00:00	INTERN_NIVA	METALLER_OPPSL	Aluminium	Intern metode	7058	mg/kg	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00173	Otterholmen 4 (C4)	Scr24_C4	C	4	206	2024.09.26 00:00:00	INTERN_NIVA	METALLER_OPPSL	Nickel	Intern metode	21.60	mg/kg	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00173	Otterholmen 4 (C4)	Scr24_C4	C	4	206	2024.09.26 00:00:00	INTERN_NIVA	METALLER_OPPSL	Magnesium	Intern metode	9934	mg/kg	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00173	Otterholmen 4 (C4)	Scr24_C4	C	4	206	2024.09.26 00:00:00	INTERN_NIVA	METALLER_OPPSL	Silver	Intern metode	<0.06	mg/kg	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00173	Otterholmen 4 (C4)	Scr24_C4	C	4	206	2024.09.26 00:00:00	INTERN_NIVA	METALLER_OPPSL	Lead	Intern metode	30.50	mg/kg	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00173	Otterholmen 4 (C4)	Scr24_C4	C	4	206	2024.09.26 00:00:00	INTERN_NIVA	METALLER_OPPSL	Cadmium	Intern metode	<0.01	mg/kg	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00173	Otterholmen 4 (C4)	Scr24_C4	C	4	206	2024.09.26 00:00:00	INTERN_NIVA	METALLER_OPPSL	Zinc	Intern metode	73.10	mg/kg	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00173	Otterholmen 4 (C4)	Scr24_C4	C	4	206	2024.09.26 00:00:00	INTERN_NIVA	PFAS	TFA	Intern metode	6.62	ng/g	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00173	Otterholmen 4 (C4)	Scr24_C4	C	4	206	2024.09.26 00:00:00	INTERN_NIVA	SLM-STOFFER	ACBE	Intern metode	N.A.	ng/g	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00173	Otterholmen 4 (C4)	Scr24_C4	C	4	206	2024.09.26 00:00:00	INTERN_NIVA	SLM-STOFFER	CHPAPE	Intern metode	N.A.	ng/g	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00173	Otterholmen 4 (C4)	Scr24_C4	C	4	206	2024.09.26 00:00:00	INTERN_NIVA	SLM-STOFFER	ACCA	Intern metode	N.A.	ng/g	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00173	Otterholmen 4 (C4)	Scr24_C4	C	4	206	2024.09.26 00:00:00	INTERN_NIVA	SLM-STOFFER	CDHFPCN	Intern metode	2.30	ng/g	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00173	Otterholmen 4 (C4)	Scr24_C4	C	4	206	2024.09.26 00:00:00	INTERN_NIVA	SLM-STOFFER	CHFPCN	Intern metode	34.20	ng/g	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00173	Otterholmen 4 (C4)	Scr24_C4	C	4	206	2024.09.26 00:00:00	INTERN_NIVA	SLM-STOFFER	CCEFPE	Intern metode	N.A.	ng/g	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00173	Otterholmen 4 (C4)	Scr24_C4	C	4	206	2024.09.26 00:00:00	INTERN_NIVA	SLM-STOFFER	CCPCA	Intern metode	1.00	ng/g	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00173	Otterholmen 4 (C4)	Scr24_C4	C	4	206	2024.09.26 00:00:00	INTERN_NIVA	SLM-STOFFER	BCCPCA	Intern metode	6.60	ng/g	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00173	Otterholmen 4 (C4)	Scr24_C4	C	4	206	2024.09.26 00:00:00	INTERN_NIVA	SLM-STOFFER	Tralopyril	Intern metode	1330	ng/g	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00173	Otterholmen 4 (C4)	Scr24_C4	C	4	206	2024.09.26 00:00:00	INTERN_NIVA	SLM-STOFFER	Diflubenzuron	Intern metode	98.80	ng/g	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00173	Otterholmen 4 (C4)	Scr24_C4	C	4	206	2024.09.26 00:00:00	INTERN_NIVA	SLM-STOFFER	Teflubenzuron	Intern metode	5.84	ng/g	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00173	Otterholmen 4 (C4)	Scr24_C4	C	4	206	2024.09.26 00:00:00	INTERN_NIVA	SLM-STOFFER	Emamectin	Intern metode	<0.05	ng/g	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00173	Otterholmen 4 (C4)	Scr24_C4	C	4	206	2024.09.26 00:00:00	INTERN_NIVA	SLM-STOFFER	Copper pyrithione	Intern metode	N.A.	ng/g	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00173	Otterholmen 4 (C4)	Scr24_C4	C	4	206	2024.09.26 00:00:00	INTERN_NIVA	SLM-STOFFER	CFPCN	Intern metode	7.70	ng/g	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00173	Otterholmen 4 (C4)	Scr24_C4	C	4	206	2024.09.26 00:00:00	INTERN_NIVA	SLM-STOFFER	Zinc pyrithione	Intern metode	N.A.	ng/g	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00174	Otterholmen 5 (C5)	Scr24_C5	C	5	215	2024.09.26 00:00:00	INTERN_NIVA	METALLER_OPPSL	Cadmium	Intern metode	<0.01	mg/kg	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00174	Otterholmen 5 (C5)	Scr24_C5	C	5	215	2024.09.26 00:00:00	INTERN_NIVA	METALLER_OPPSL	Lead	Intern metode	29.60	mg/kg	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00174	Otterholmen 5 (C5)	Scr24_C5	C	5	215	2024.09.26 00:00:00	INTERN_NIVA	METALLER_OPPSL	Arsenic	Intern metode	5.17	mg/kg	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00174	Otterholmen 5 (C5)	Scr24_C5	C	5	215	2024.09.26 00:00:00	INTERN_NIVA	METALLER_OPPSL	Zinc	Intern metode	71.80	mg/kg	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00174	Otterholmen 5 (C5)	Scr24_C5	C	5	215	2024.09.26 00:00:00	INTERN_NIVA	METALLER_OPPSL	Copper	Intern metode	25.00	mg/kg	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00174	Otterholmen 5 (C5)	Scr24_C5	C	5	215	2024.09.26 00:00:00	INTERN_NIVA	METALLER_OPPSL	Nickel	Intern metode	20.90	mg/kg	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00174	Otterholmen 5 (C5)	Scr24_C5	C	5	215	2024.09.26 00:00:00	INTERN_NIVA	METALLER_OPPSL	Cobalt	Intern metode	6.67	mg/kg	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00174	Otterholmen 5 (C5)	Scr24_C5	C	5	215	2024.09.26 00:00:00	INTERN_NIVA	METALLER_OPPSL	Iron	Intern metode	13668	mg/kg	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00174	Otterholmen 5 (C5)	Scr24_C5	C	5	215	2024.09.26 00:00:00	INTERN_NIVA	METALLER_OPPSL	Manganese	Intern metode	338	mg/kg	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00174	Otterholmen 5 (C5)	Scr24_C5	C	5	215	2024.09.26 00:00:00	INTERN_NIVA	METALLER_OPPSL	Chromium	Intern metode	22.70	mg/kg	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00174	Otterholmen 5 (C5)	Scr24_C5	C	5	215	2024.09.26 00:00:00	INTERN_NIVA	METALLER_OPPSL	Vanadium	Intern metode	25.30	mg/kg	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00174	Otterholmen 5 (C5)	Scr24_C5	C	5	215	2024.09.26 00:00:00	INTERN_NIVA	METALLER_OPPSL	Potassium	Intern metode	3810	mg/kg	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00174	Otterholmen 5 (C5)	Scr24_C5	C	5	215	2024.09.26 00:00:00	INTERN_NIVA	METALLER_OPPSL	Aluminium	Intern metode	7271	mg/kg	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00174	Otterholmen 5 (C5)	Scr24_C5	C	5	215	2024.09.26 00:00:00	INTERN_NIVA	METALLER_OPPSL	Magnesium	Intern metode	7637	mg/kg	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00174	Otterholmen 5 (C5)	Scr24_C5	C	5	215	2024.09.26 00:00:00	INTERN_NIVA	METALLER_OPPSL	Silver	Intern metode	<0.06	mg/kg	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00174	Otterholmen 5 (C5)	Scr24_C5	C	5	215	2024.09.26 00:00:00	INTERN_NIVA	PFAS	TFA	Intern metode	0.63	ng/g	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00174	Otterholmen 5 (C5)	Scr24_C5	C	5	215	2024.09.26 00:00:00	INTERN_NIVA	SLM-STOFFER	CFPCN	Intern metode	5.30	ng/g	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00174	Otterholmen 5 (C5)	Scr24_C5	C	5	215	2024.09.26 00:00:00	INTERN_NIVA	SLM-STOFFER	ACBE	Intern metode	N.A.	ng/g	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00174	Otterholmen 5 (C5)	Scr24_C5	C	5	215	2024.09.26 00:00:00	INTERN_NIVA	SLM-STOFFER	CHPAPE	Intern metode	N.A.	ng/g	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00174	Otterholmen 5 (C5)	Scr24_C5	C	5	215	2024.09.26 00:00:00	INTERN_NIVA	SLM-STOFFER	ACCA	Intern metode	N.A.	ng/g	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00174	Otterholmen 5 (C5)	Scr24_C5	C	5	215	2024.09.26 00:00:00	INTERN_NIVA	SLM-STOFFER	CDHFPCN	Intern metode	<1	ng/g	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00174	Otterholmen 5 (C5)	Scr24_C5	C	5	215	2024.09.26 00:00:00	INTERN_NIVA	SLM-STOFFER	CHFPCN	Intern metode	1.30	ng/g	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00174	Otterholmen 5 (C5)	Scr24_C5	C	5	215	2024.09.26 00:00:00	INTERN_NIVA	SLM-STOFFER	CCEFPE	Intern metode	N.A.	ng/g	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00174	Otterholmen 5 (C5)	Scr24_C5	C	5	215	2024.09.26 00:00:00	INTERN_NIVA	SLM-STOFFER	CCPCA	Intern metode	<1	ng/g	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00174	Otterholmen 5 (C5)	Scr24_C5	C	5	215	2024.09.26 00:00:00	INTERN_NIVA	SLM-STOFFER	BCCPCA	Intern metode	3.70	ng/g	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00174	Otterholmen 5 (C5)	Scr24_C5	C	5	215	2024.09.26 00:00:00	INTERN_NIVA	SLM-STOFFER	Tralopyril	Intern metode	43.10	ng/g	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00174	Otterholmen 5 (C5)	Scr24_C5	C	5	215	2024.09.26 00:00:00	INTERN_NIVA	SLM-STOFFER	Diflubenzuron	Intern metode	<0.2	ng/g	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00174	Otterholmen 5 (C5)	Scr24_C5	C	5	215	2024.09.26 00:00:00	INTERN_NIVA	SLM-STOFFER	Teflubenzuron	Intern metode	13.80	ng/g	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00174	Otterholmen 5 (C5)	Scr24_C5	C	5	215	2024.09.26 00:00:00	INTERN_NIVA	SLM-STOFFER	Emamectin	Intern metode	<0.05	ng/g	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00174	Otterholmen 5 (C5)	Scr24_C5	C	5	215	2024.09.26 00:00:00	INTERN_NIVA	SLM-STOFFER	Copper pyrithione	Intern metode	N.A.	ng/g	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00174	Otterholmen 5 (C5)	Scr24_C5	C	5	215	2024.09.26 00:00:00	INTERN_NIVA	SLM-STOFFER	Zinc pyrithione	Intern metode	N.A.	ng/g	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00175	Otterholmen 6 (C6) 	Scr24_C6	C	6	132	2024.09.26 00:00:00	INTERN_NIVA	METALLER_OPPSL	Vanadium	Intern metode	11.30	mg/kg	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00175	Otterholmen 6 (C6) 	Scr24_C6	C	6	132	2024.09.26 00:00:00	INTERN_NIVA	METALLER_OPPSL	Chromium	Intern metode	9.01	mg/kg	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00175	Otterholmen 6 (C6) 	Scr24_C6	C	6	132	2024.09.26 00:00:00	INTERN_NIVA	METALLER_OPPSL	Manganese	Intern metode	132	mg/kg	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00175	Otterholmen 6 (C6) 	Scr24_C6	C	6	132	2024.09.26 00:00:00	INTERN_NIVA	METALLER_OPPSL	Iron	Intern metode	6556	mg/kg	Nei		Sediment	0-0			26.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00175	Otterholmen 6 (C6) 	Scr24_C6	C	6	132	2024.09.26 00:00:00	INTERN_NIVA	METALLER_OPPSL	Cobalt	Intern metode	3.56	mg/kg	Nei		Sediment	0-0			26.09.2024 00:00:00
