VALIDERT	LIMS_OPPDRAGSNR	PROSJEKTNAVN	PRAVENR	PRAVEMERKING	STASJON	Havdyp	DATE	METODEKODE	ANALYSE	KOMPONENT	STANDARD	RESULTAT	ENHETER	AKKREDITERING	UNDERLEVERANDR_STANDARD	Sample type	DYP	ART	VEV	Sampling_date
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00160	Stolane St. 3 (S)	Scr24_A3	151	2024.09.25 00:00:00	INTERN_NIVA	METALLER_OPPSL	Jern	Intern metode	14555	mg/kg	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00160	Stolane St. 3 (S)	Scr24_A3	151	2024.09.25 00:00:00	INTERN_NIVA	METALLER_OPPSL	Mangan	Intern metode	133	mg/kg	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00160	Stolane St. 3 (S)	Scr24_A3	151	2024.09.25 00:00:00	INTERN_NIVA	METALLER_OPPSL	Vanadium	Intern metode	65.30	mg/kg	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00160	Stolane St. 3 (S)	Scr24_A3	151	2024.09.25 00:00:00	INTERN_NIVA	METALLER_OPPSL	Kalium	Intern metode	5437	mg/kg	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00160	Stolane St. 3 (S)	Scr24_A3	151	2024.09.25 00:00:00	INTERN_NIVA	METALLER_OPPSL	Aluminium	Intern metode	9660	mg/kg	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00160	Stolane St. 3 (S)	Scr24_A3	151	2024.09.25 00:00:00	INTERN_NIVA	METALLER_OPPSL	Magnesium	Intern metode	10505	mg/kg	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00160	Stolane St. 3 (S)	Scr24_A3	151	2024.09.25 00:00:00	INTERN_NIVA	METALLER_OPPSL	Krom	Intern metode	51.10	mg/kg	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00160	Stolane St. 3 (S)	Scr24_A3	151	2024.09.25 00:00:00	INTERN_NIVA	METALLER_OPPSL	S?lv	Intern metode	0.56	mg/kg	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00160	Stolane St. 3 (S)	Scr24_A3	151	2024.09.25 00:00:00	INTERN_NIVA	PFAS	TFA	Intern metode	0.29	ng/g	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00160	Stolane St. 3 (S)	Scr24_A3	151	2024.09.25 00:00:00	INTERN_NIVA	SLM-STOFFER	CFPCN	Intern metode	28.10	ng/g	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00160	Stolane St. 3 (S)	Scr24_A3	151	2024.09.25 00:00:00	INTERN_NIVA	SLM-STOFFER	ACBE	Intern metode	N.A.	ng/g	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00160	Stolane St. 3 (S)	Scr24_A3	151	2024.09.25 00:00:00	INTERN_NIVA	SLM-STOFFER	CHPAPE	Intern metode	N.A.	ng/g	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00160	Stolane St. 3 (S)	Scr24_A3	151	2024.09.25 00:00:00	INTERN_NIVA	SLM-STOFFER	ACCA	Intern metode	N.A.	ng/g	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00160	Stolane St. 3 (S)	Scr24_A3	151	2024.09.25 00:00:00	INTERN_NIVA	SLM-STOFFER	CDHFPCN	Intern metode	<1	ng/g	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00160	Stolane St. 3 (S)	Scr24_A3	151	2024.09.25 00:00:00	INTERN_NIVA	SLM-STOFFER	CHFPCN	Intern metode	2.10	ng/g	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00160	Stolane St. 3 (S)	Scr24_A3	151	2024.09.25 00:00:00	INTERN_NIVA	SLM-STOFFER	CCEFPE	Intern metode	N.A.	ng/g	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00160	Stolane St. 3 (S)	Scr24_A3	151	2024.09.25 00:00:00	INTERN_NIVA	SLM-STOFFER	CCPCA	Intern metode	4.60	ng/g	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00160	Stolane St. 3 (S)	Scr24_A3	151	2024.09.25 00:00:00	INTERN_NIVA	SLM-STOFFER	BCCPCA	Intern metode	<1	ng/g	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00160	Stolane St. 3 (S)	Scr24_A3	151	2024.09.25 00:00:00	INTERN_NIVA	SLM-STOFFER	Tralopyril	Intern metode	278	ng/g	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00160	Stolane St. 3 (S)	Scr24_A3	151	2024.09.25 00:00:00	INTERN_NIVA	SLM-STOFFER	Diflubenzuron	Intern metode	0.22	ng/g	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00160	Stolane St. 3 (S)	Scr24_A3	151	2024.09.25 00:00:00	INTERN_NIVA	SLM-STOFFER	Teflubenzuron	Intern metode	0.34	ng/g	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00160	Stolane St. 3 (S)	Scr24_A3	151	2024.09.25 00:00:00	INTERN_NIVA	SLM-STOFFER	Emamectin	Intern metode	4.16	ng/g	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00160	Stolane St. 3 (S)	Scr24_A3	151	2024.09.25 00:00:00	INTERN_NIVA	SLM-STOFFER	Copper pyrithione	Intern metode	N.A.	ng/g	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00160	Stolane St. 3 (S)	Scr24_A3	151	2024.09.25 00:00:00	INTERN_NIVA	SLM-STOFFER	Zinc pyrithione	Intern metode	N.A.	ng/g	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00161	Stolane St. 4 (S)	Scr24_A4	142	2024.09.25 00:00:00	INTERN_NIVA	METALLER_OPPSL	Kadmium	Intern metode	0.56	mg/kg	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00161	Stolane St. 4 (S)	Scr24_A4	142	2024.09.25 00:00:00	INTERN_NIVA	METALLER_OPPSL	Bly	Intern metode	76.40	mg/kg	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00161	Stolane St. 4 (S)	Scr24_A4	142	2024.09.25 00:00:00	INTERN_NIVA	METALLER_OPPSL	Sink	Intern metode	298	mg/kg	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00161	Stolane St. 4 (S)	Scr24_A4	142	2024.09.25 00:00:00	INTERN_NIVA	METALLER_OPPSL	Kobber	Intern metode	175	mg/kg	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00161	Stolane St. 4 (S)	Scr24_A4	142	2024.09.25 00:00:00	INTERN_NIVA	METALLER_OPPSL	Nikkel	Intern metode	24.80	mg/kg	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00161	Stolane St. 4 (S)	Scr24_A4	142	2024.09.25 00:00:00	INTERN_NIVA	METALLER_OPPSL	Kobolt	Intern metode	6.34	mg/kg	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00161	Stolane St. 4 (S)	Scr24_A4	142	2024.09.25 00:00:00	INTERN_NIVA	METALLER_OPPSL	Jern	Intern metode	15399	mg/kg	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00161	Stolane St. 4 (S)	Scr24_A4	142	2024.09.25 00:00:00	INTERN_NIVA	METALLER_OPPSL	Mangan	Intern metode	139	mg/kg	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00161	Stolane St. 4 (S)	Scr24_A4	142	2024.09.25 00:00:00	INTERN_NIVA	METALLER_OPPSL	Krom	Intern metode	47.00	mg/kg	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00161	Stolane St. 4 (S)	Scr24_A4	142	2024.09.25 00:00:00	INTERN_NIVA	METALLER_OPPSL	Vanadium	Intern metode	54.70	mg/kg	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00161	Stolane St. 4 (S)	Scr24_A4	142	2024.09.25 00:00:00	INTERN_NIVA	METALLER_OPPSL	Kalium	Intern metode	5258	mg/kg	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00161	Stolane St. 4 (S)	Scr24_A4	142	2024.09.25 00:00:00	INTERN_NIVA	METALLER_OPPSL	Aluminium	Intern metode	9425	mg/kg	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00161	Stolane St. 4 (S)	Scr24_A4	142	2024.09.25 00:00:00	INTERN_NIVA	METALLER_OPPSL	Magnesium	Intern metode	10436	mg/kg	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00161	Stolane St. 4 (S)	Scr24_A4	142	2024.09.25 00:00:00	INTERN_NIVA	METALLER_OPPSL	S?lv	Intern metode	0.50	mg/kg	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00161	Stolane St. 4 (S)	Scr24_A4	142	2024.09.25 00:00:00	INTERN_NIVA	METALLER_OPPSL	Arsen	Intern metode	18.40	mg/kg	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00161	Stolane St. 4 (S)	Scr24_A4	142	2024.09.25 00:00:00	INTERN_NIVA	PFAS	TFA	Intern metode	0.58	ng/g	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00161	Stolane St. 4 (S)	Scr24_A4	142	2024.09.25 00:00:00	INTERN_NIVA	SLM-STOFFER	CFPCN	Intern metode	13.40	ng/g	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00161	Stolane St. 4 (S)	Scr24_A4	142	2024.09.25 00:00:00	INTERN_NIVA	SLM-STOFFER	ACBE	Intern metode	N.A.	ng/g	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00161	Stolane St. 4 (S)	Scr24_A4	142	2024.09.25 00:00:00	INTERN_NIVA	SLM-STOFFER	CHPAPE	Intern metode	N.A.	ng/g	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00161	Stolane St. 4 (S)	Scr24_A4	142	2024.09.25 00:00:00	INTERN_NIVA	SLM-STOFFER	ACCA	Intern metode	N.A.	ng/g	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00161	Stolane St. 4 (S)	Scr24_A4	142	2024.09.25 00:00:00	INTERN_NIVA	SLM-STOFFER	CDHFPCN	Intern metode	<1	ng/g	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00161	Stolane St. 4 (S)	Scr24_A4	142	2024.09.25 00:00:00	INTERN_NIVA	SLM-STOFFER	CHFPCN	Intern metode	0.50	ng/g	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00161	Stolane St. 4 (S)	Scr24_A4	142	2024.09.25 00:00:00	INTERN_NIVA	SLM-STOFFER	CCEFPE	Intern metode	N.A.	ng/g	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00161	Stolane St. 4 (S)	Scr24_A4	142	2024.09.25 00:00:00	INTERN_NIVA	SLM-STOFFER	CCPCA	Intern metode	1.50	ng/g	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00161	Stolane St. 4 (S)	Scr24_A4	142	2024.09.25 00:00:00	INTERN_NIVA	SLM-STOFFER	BCCPCA	Intern metode	1.30	ng/g	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00161	Stolane St. 4 (S)	Scr24_A4	142	2024.09.25 00:00:00	INTERN_NIVA	SLM-STOFFER	Tralopyril	Intern metode	26.00	ng/g	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00161	Stolane St. 4 (S)	Scr24_A4	142	2024.09.25 00:00:00	INTERN_NIVA	SLM-STOFFER	Diflubenzuron	Intern metode	<0.2	ng/g	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00161	Stolane St. 4 (S)	Scr24_A4	142	2024.09.25 00:00:00	INTERN_NIVA	SLM-STOFFER	Teflubenzuron	Intern metode	<0.1	ng/g	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00161	Stolane St. 4 (S)	Scr24_A4	142	2024.09.25 00:00:00	INTERN_NIVA	SLM-STOFFER	Emamectin	Intern metode	2.53	ng/g	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00161	Stolane St. 4 (S)	Scr24_A4	142	2024.09.25 00:00:00	INTERN_NIVA	SLM-STOFFER	Copper pyrithione	Intern metode	N.A.	ng/g	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00161	Stolane St. 4 (S)	Scr24_A4	142	2024.09.25 00:00:00	INTERN_NIVA	SLM-STOFFER	Zinc pyrithione	Intern metode	N.A.	ng/g	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00162	Stolane St. 5 (S)	Scr24_A5	139	2024.09.25 00:00:00	INTERN_NIVA	METALLER_OPPSL	Magnesium	Intern metode	8090	mg/kg	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00162	Stolane St. 5 (S)	Scr24_A5	139	2024.09.25 00:00:00	INTERN_NIVA	METALLER_OPPSL	Aluminium	Intern metode	7400	mg/kg	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00162	Stolane St. 5 (S)	Scr24_A5	139	2024.09.25 00:00:00	INTERN_NIVA	METALLER_OPPSL	Kalium	Intern metode	3912	mg/kg	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00162	Stolane St. 5 (S)	Scr24_A5	139	2024.09.25 00:00:00	INTERN_NIVA	METALLER_OPPSL	Vanadium	Intern metode	41.10	mg/kg	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00162	Stolane St. 5 (S)	Scr24_A5	139	2024.09.25 00:00:00	INTERN_NIVA	METALLER_OPPSL	Krom	Intern metode	36.20	mg/kg	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00162	Stolane St. 5 (S)	Scr24_A5	139	2024.09.25 00:00:00	INTERN_NIVA	METALLER_OPPSL	Mangan	Intern metode	123	mg/kg	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00162	Stolane St. 5 (S)	Scr24_A5	139	2024.09.25 00:00:00	INTERN_NIVA	METALLER_OPPSL	Jern	Intern metode	13015	mg/kg	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00162	Stolane St. 5 (S)	Scr24_A5	139	2024.09.25 00:00:00	INTERN_NIVA	METALLER_OPPSL	Kobolt	Intern metode	5.10	mg/kg	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00162	Stolane St. 5 (S)	Scr24_A5	139	2024.09.25 00:00:00	INTERN_NIVA	METALLER_OPPSL	Nikkel	Intern metode	17.00	mg/kg	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00162	Stolane St. 5 (S)	Scr24_A5	139	2024.09.25 00:00:00	INTERN_NIVA	METALLER_OPPSL	Kobber	Intern metode	68.60	mg/kg	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00162	Stolane St. 5 (S)	Scr24_A5	139	2024.09.25 00:00:00	INTERN_NIVA	METALLER_OPPSL	Sink	Intern metode	141	mg/kg	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00162	Stolane St. 5 (S)	Scr24_A5	139	2024.09.25 00:00:00	INTERN_NIVA	METALLER_OPPSL	Arsen	Intern metode	8.90	mg/kg	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00162	Stolane St. 5 (S)	Scr24_A5	139	2024.09.25 00:00:00	INTERN_NIVA	METALLER_OPPSL	S?lv	Intern metode	<0.06	mg/kg	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00162	Stolane St. 5 (S)	Scr24_A5	139	2024.09.25 00:00:00	INTERN_NIVA	METALLER_OPPSL	Kadmium	Intern metode	0.24	mg/kg	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00162	Stolane St. 5 (S)	Scr24_A5	139	2024.09.25 00:00:00	INTERN_NIVA	METALLER_OPPSL	Bly	Intern metode	62.60	mg/kg	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00162	Stolane St. 5 (S)	Scr24_A5	139	2024.09.25 00:00:00	INTERN_NIVA	PFAS	TFA	Intern metode	0.62	ng/g	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00162	Stolane St. 5 (S)	Scr24_A5	139	2024.09.25 00:00:00	INTERN_NIVA	SLM-STOFFER	Copper pyrithione	Intern metode	N.A.	ng/g	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00162	Stolane St. 5 (S)	Scr24_A5	139	2024.09.25 00:00:00	INTERN_NIVA	SLM-STOFFER	Emamectin	Intern metode	1.14	ng/g	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00162	Stolane St. 5 (S)	Scr24_A5	139	2024.09.25 00:00:00	INTERN_NIVA	SLM-STOFFER	Teflubenzuron	Intern metode	0.32	ng/g	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00162	Stolane St. 5 (S)	Scr24_A5	139	2024.09.25 00:00:00	INTERN_NIVA	SLM-STOFFER	Diflubenzuron	Intern metode	<0.2	ng/g	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00162	Stolane St. 5 (S)	Scr24_A5	139	2024.09.25 00:00:00	INTERN_NIVA	SLM-STOFFER	Tralopyril	Intern metode	28.90	ng/g	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00162	Stolane St. 5 (S)	Scr24_A5	139	2024.09.25 00:00:00	INTERN_NIVA	SLM-STOFFER	BCCPCA	Intern metode	1.90	ng/g	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00162	Stolane St. 5 (S)	Scr24_A5	139	2024.09.25 00:00:00	INTERN_NIVA	SLM-STOFFER	CCPCA	Intern metode	<1	ng/g	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00162	Stolane St. 5 (S)	Scr24_A5	139	2024.09.25 00:00:00	INTERN_NIVA	SLM-STOFFER	CCEFPE	Intern metode	N.A.	ng/g	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00162	Stolane St. 5 (S)	Scr24_A5	139	2024.09.25 00:00:00	INTERN_NIVA	SLM-STOFFER	CHFPCN	Intern metode	0.80	ng/g	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00162	Stolane St. 5 (S)	Scr24_A5	139	2024.09.25 00:00:00	INTERN_NIVA	SLM-STOFFER	CDHFPCN	Intern metode	<1	ng/g	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00162	Stolane St. 5 (S)	Scr24_A5	139	2024.09.25 00:00:00	INTERN_NIVA	SLM-STOFFER	ACCA	Intern metode	N.A.	ng/g	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00162	Stolane St. 5 (S)	Scr24_A5	139	2024.09.25 00:00:00	INTERN_NIVA	SLM-STOFFER	CHPAPE	Intern metode	N.A.	ng/g	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00162	Stolane St. 5 (S)	Scr24_A5	139	2024.09.25 00:00:00	INTERN_NIVA	SLM-STOFFER	ACBE	Intern metode	N.A.	ng/g	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00162	Stolane St. 5 (S)	Scr24_A5	139	2024.09.25 00:00:00	INTERN_NIVA	SLM-STOFFER	CFPCN	Intern metode	8.50	ng/g	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00162	Stolane St. 5 (S)	Scr24_A5	139	2024.09.25 00:00:00	INTERN_NIVA	SLM-STOFFER	Zinc pyrithione	Intern metode	N.A.	ng/g	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00163	Stolane St. 6 (S)	Scr24_A6	163	2024.09.25 00:00:00	INTERN_NIVA	METALLER_OPPSL	Kadmium	Intern metode	0.40	mg/kg	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00163	Stolane St. 6 (S)	Scr24_A6	163	2024.09.25 00:00:00	INTERN_NIVA	METALLER_OPPSL	Bly	Intern metode	69.50	mg/kg	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00163	Stolane St. 6 (S)	Scr24_A6	163	2024.09.25 00:00:00	INTERN_NIVA	METALLER_OPPSL	Sink	Intern metode	198	mg/kg	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00163	Stolane St. 6 (S)	Scr24_A6	163	2024.09.25 00:00:00	INTERN_NIVA	METALLER_OPPSL	Kobber	Intern metode	90.50	mg/kg	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00163	Stolane St. 6 (S)	Scr24_A6	163	2024.09.25 00:00:00	INTERN_NIVA	METALLER_OPPSL	Nikkel	Intern metode	22.30	mg/kg	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00163	Stolane St. 6 (S)	Scr24_A6	163	2024.09.25 00:00:00	INTERN_NIVA	METALLER_OPPSL	Kobolt	Intern metode	6.66	mg/kg	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00163	Stolane St. 6 (S)	Scr24_A6	163	2024.09.25 00:00:00	INTERN_NIVA	METALLER_OPPSL	Jern	Intern metode	18625	mg/kg	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00163	Stolane St. 6 (S)	Scr24_A6	163	2024.09.25 00:00:00	INTERN_NIVA	METALLER_OPPSL	Mangan	Intern metode	137	mg/kg	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00163	Stolane St. 6 (S)	Scr24_A6	163	2024.09.25 00:00:00	INTERN_NIVA	METALLER_OPPSL	Krom	Intern metode	45.20	mg/kg	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
Ja	1489-13814	O 240090 - Screening 2024, 240090	NR-2025-00163	Stolane St. 6 (S)	Scr24_A6	163	2024.09.25 00:00:00	INTERN_NIVA	METALLER_OPPSL	Vanadium	Intern metode	48.50	mg/kg	Nei		SEDIMENT	0-0			25.09.2024 00:00:00
